client_id,platform,product_line,product_hierarchy,destination_country,adoption_date,is_active
CLT0434,MessageMedia,SMS,P2P SMS,Argentina,2024-12-01,False
CLT0434,MessageMedia,Verification,2FA SMS,Argentina,2024-11-06,False
CLT0434,MessageMedia,Email,Transactional Email,Argentina,2024-11-02,False
CLT0435,Sinch Core,SMS,A2P SMS,Finland,2024-04-15,True
CLT0435,Sinch Core,Voice,Contact Center Voice,Finland,2024-06-03,True
CLT0436,MailerSend,Email,Marketing Email,Spain,2024-07-30,True
CLT0436,MailerSend,SMS,SMS API,Italy,2024-06-23,True
CLT0436,MailerSend,Verification,Data Verification,Portugal,2024-08-06,True
CLT0437,Sinch Engage,Verification,Data Verification,Colombia,2025-08-28,True
CLT0437,Sinch Engage,SMS,A2P SMS,Brazil,2025-09-02,True
CLT0438,MessageMedia,SMS,A2P SMS,United Kingdom,2026-01-25,True
CLT0439,MailerSend,Verification,Data Verification,Brazil,2025-01-16,True
CLT0439,MailerSend,SMS,SMS API,Mexico,2024-12-25,True
CLT0440,MessageMedia,SMS,A2P SMS,Japan,2026-03-21,False
CLT0440,MessageMedia,Verification,Flash Call Verification,Japan,2026-03-24,False
CLT0441,MailerSend,Voice,SIP Trunking,Mexico,2024-11-06,True
CLT0441,MailerSend,Verification,Data Verification,Brazil,2024-11-10,True
CLT0441,MailerSend,SMS,A2P SMS,Brazil,2024-10-13,True
CLT0442,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Norway,2024-07-17,True
CLT0442,MessageMedia,Voice,Voice API,Finland,2024-09-08,True
CLT0443,MailerSend,Email,Transactional Email,Spain,2024-12-10,False
CLT0443,MailerSend,Verification,Flash Call Verification,Portugal,2025-01-06,False
CLT0444,Sinch Engage,SMS,SMS API,Argentina,2024-12-15,True
CLT0444,Sinch Engage,Voice,SIP Trunking,Argentina,2024-12-01,True
CLT0444,Sinch Engage,Verification,2FA SMS,Colombia,2024-12-30,True
CLT0445,Sinch Core,Voice,Voice API,Denmark,2025-01-19,True
CLT0445,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Sweden,2025-01-01,True
CLT0446,Sinch Core,SMS,A2P SMS,United States,2025-01-28,True
CLT0446,Sinch Core,Email,Email API,United States,2025-02-08,True
CLT0447,MessageMedia,WhatsApp Business,WhatsApp API,Ireland,2025-04-09,True
CLT0447,MessageMedia,SMS,A2P SMS,United Kingdom,2025-03-27,True
CLT0448,MailerSend,SMS,P2P SMS,India,2025-10-20,True
CLT0448,MailerSend,Verification,2FA SMS,Singapore,2025-11-01,True
CLT0449,Sinch Core,SMS,P2P SMS,Argentina,2025-04-23,True
CLT0449,Sinch Core,Voice,SIP Trunking,Argentina,2025-05-08,True
CLT0450,Sinch Engage,WhatsApp Business,WhatsApp API,Colombia,2024-08-30,True
CLT0450,Sinch Engage,SMS,P2P SMS,Colombia,2024-10-06,True
CLT0451,MailerSend,Voice,Contact Center Voice,Argentina,2025-06-08,True
CLT0452,MailerSend,SMS,P2P SMS,Germany,2024-12-02,True
CLT0452,MailerSend,Email,Email API,Austria,2024-12-17,True
CLT0453,MailerSend,WhatsApp Business,WhatsApp Business Platform,Germany,2022-01-16,True
CLT0453,MailerSend,SMS,SMS API,Switzerland,2022-01-10,True
CLT0453,MailerSend,Verification,Flash Call Verification,Switzerland,2022-01-08,True
CLT0454,MailerSend,Verification,2FA SMS,Singapore,2021-05-10,True
CLT0454,MailerSend,Voice,SIP Trunking,Japan,2021-05-11,True
CLT0454,MailerSend,SMS,P2P SMS,Australia,2021-06-15,True
CLT0454,MailerSend,WhatsApp Business,WhatsApp API,Singapore,2021-05-19,True
CLT0455,MailerSend,Email,Marketing Email,United States,2025-08-31,True
CLT0455,MailerSend,SMS,P2P SMS,United States,2025-07-25,True
CLT0456,MailerSend,Email,Marketing Email,France,2024-11-05,True
CLT0456,MailerSend,SMS,A2P SMS,Spain,2024-11-06,True
CLT0456,MailerSend,Verification,Flash Call Verification,Italy,2024-11-23,True
CLT0457,Sinch Core,Email,Transactional Email,Singapore,2025-05-05,True
CLT0457,Sinch Core,SMS,SMS API,Australia,2025-05-02,True
CLT0458,Sinch Core,SMS,SMS API,Ireland,2025-12-18,True
CLT0458,Sinch Core,Voice,SIP Trunking,Ireland,2025-12-14,True
CLT0459,MailerSend,WhatsApp Business,WhatsApp Business Platform,Austria,2024-03-14,True
CLT0459,MailerSend,Voice,SIP Trunking,Germany,2024-03-09,True
CLT0460,Sinch Core,Email,Email API,Switzerland,2025-11-16,True
CLT0460,Sinch Core,SMS,P2P SMS,Switzerland,2025-11-21,True
CLT0461,Sinch Engage,Verification,Data Verification,Australia,2024-08-23,True
CLT0462,MessageMedia,Voice,Voice API,Spain,2023-07-23,True
CLT0462,MessageMedia,Email,Marketing Email,Spain,2023-08-08,True
CLT0462,MessageMedia,SMS,A2P SMS,Spain,2023-08-19,True
CLT0462,MessageMedia,WhatsApp Business,WhatsApp Business Platform,France,2023-08-03,True
CLT0463,MessageMedia,Verification,Flash Call Verification,Australia,2025-09-12,True
CLT0463,MessageMedia,SMS,SMS API,Singapore,2025-08-19,True
CLT0464,MessageMedia,Voice,SIP Trunking,India,2026-02-15,True
CLT0464,MessageMedia,SMS,P2P SMS,Australia,2026-01-11,True
CLT0465,MessageMedia,Verification,2FA SMS,United Kingdom,2023-04-29,True
CLT0465,MessageMedia,Voice,Voice API,Ireland,2023-06-14,True
CLT0465,MessageMedia,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-06-06,True
CLT0466,MessageMedia,Voice,Contact Center Voice,Switzerland,2024-06-14,True
CLT0466,MessageMedia,SMS,A2P SMS,Germany,2024-05-29,True
CLT0467,Sinch Core,Voice,SIP Trunking,Argentina,2023-07-29,True
CLT0467,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Mexico,2023-07-06,True
CLT0468,Sinch Core,Verification,Flash Call Verification,Germany,2023-09-23,True
CLT0468,Sinch Core,Email,Email API,Austria,2023-09-22,True
CLT0469,MessageMedia,SMS,SMS API,Japan,2025-07-02,True
CLT0469,MessageMedia,Email,Email API,India,2025-06-09,True
CLT0470,Sinch Engage,SMS,A2P SMS,Singapore,2023-06-15,True
CLT0470,Sinch Engage,Email,Marketing Email,Australia,2023-05-06,True
CLT0470,Sinch Engage,Voice,SIP Trunking,Japan,2023-05-16,True
CLT0471,Sinch Core,SMS,SMS API,Spain,2025-05-06,True
CLT0471,Sinch Core,Verification,Flash Call Verification,Italy,2025-05-07,True
CLT0471,Sinch Core,Voice,Voice API,Italy,2025-03-29,True
CLT0472,MailerSend,WhatsApp Business,WhatsApp Business Platform,Ireland,2024-09-06,True
CLT0472,MailerSend,SMS,A2P SMS,Ireland,2024-07-22,True
CLT0473,MailerSend,SMS,SMS API,Sweden,2024-08-04,True
CLT0473,MailerSend,Email,Transactional Email,Denmark,2024-07-30,True
CLT0473,MailerSend,WhatsApp Business,WhatsApp Business Platform,Norway,2024-07-16,True
CLT0474,Sinch Core,SMS,P2P SMS,Norway,2024-08-16,True
CLT0474,Sinch Core,Voice,Contact Center Voice,Sweden,2024-08-24,True
CLT0474,Sinch Core,Verification,2FA SMS,Sweden,2024-08-14,True
CLT0475,Sinch Core,Email,Transactional Email,Ireland,2025-01-13,False
CLT0475,Sinch Core,Verification,2FA SMS,United Kingdom,2025-02-22,False
CLT0475,Sinch Core,SMS,P2P SMS,Ireland,2025-01-28,False
CLT0476,MessageMedia,Email,Email API,Denmark,2024-12-06,True
CLT0476,MessageMedia,SMS,P2P SMS,Norway,2024-11-28,True
CLT0476,MessageMedia,Verification,Flash Call Verification,Finland,2024-11-09,True
CLT0477,Sinch Core,Voice,SIP Trunking,Spain,2024-01-10,True
CLT0477,Sinch Core,Verification,Data Verification,Portugal,2023-12-23,True
CLT0477,Sinch Core,Email,Transactional Email,Italy,2023-12-29,True
CLT0477,Sinch Core,SMS,P2P SMS,France,2024-01-05,True
CLT0478,Sinch Core,SMS,SMS API,United States,2023-08-04,True
CLT0478,Sinch Core,Voice,Voice API,United States,2023-08-12,True
CLT0478,Sinch Core,Verification,2FA SMS,Canada,2023-07-14,True
CLT0478,Sinch Core,WhatsApp Business,WhatsApp API,United States,2023-08-15,True
CLT0479,MailerSend,Verification,Flash Call Verification,Spain,2021-12-02,True
CLT0479,MailerSend,WhatsApp Business,WhatsApp API,France,2021-11-11,True
CLT0479,MailerSend,Voice,SIP Trunking,Italy,2021-12-14,True
CLT0479,MailerSend,SMS,A2P SMS,France,2021-12-05,True
CLT0480,MessageMedia,SMS,SMS API,Spain,2026-02-04,False
CLT0480,MessageMedia,Email,Transactional Email,Portugal,2026-01-03,False
CLT0481,Sinch Engage,Voice,Voice API,Brazil,2025-02-19,True
CLT0481,Sinch Engage,Verification,2FA SMS,Colombia,2025-02-28,True
CLT0481,Sinch Engage,SMS,P2P SMS,Brazil,2025-03-02,True
CLT0482,MailerSend,SMS,P2P SMS,United Kingdom,2024-09-11,True
CLT0482,MailerSend,Verification,Flash Call Verification,United Kingdom,2024-07-18,True
CLT0482,MailerSend,Email,Transactional Email,United Kingdom,2024-07-31,True
CLT0483,MailerSend,SMS,P2P SMS,Australia,2025-07-02,True
CLT0483,MailerSend,Email,Marketing Email,Japan,2025-06-14,True
CLT0484,Sinch Engage,Email,Transactional Email,Canada,2025-02-03,True
CLT0484,Sinch Engage,WhatsApp Business,WhatsApp API,United States,2025-02-06,True
CLT0485,Sinch Engage,Verification,Data Verification,Austria,2024-01-25,True
CLT0485,Sinch Engage,Email,Marketing Email,Austria,2023-12-30,True
CLT0486,MailerSend,SMS,P2P SMS,Argentina,2024-05-22,True
CLT0486,MailerSend,Verification,2FA SMS,Colombia,2024-04-23,True
CLT0486,MailerSend,Email,Marketing Email,Colombia,2024-04-30,True
CLT0487,MessageMedia,SMS,A2P SMS,United States,2024-11-24,True
CLT0487,MessageMedia,Email,Transactional Email,United States,2024-11-15,True
CLT0487,MessageMedia,WhatsApp Business,WhatsApp API,Canada,2024-11-19,True
CLT0488,MailerSend,Email,Marketing Email,United Kingdom,2024-07-01,True
CLT0488,MailerSend,Verification,2FA SMS,Ireland,2024-05-17,True
CLT0489,Sinch Core,SMS,P2P SMS,Finland,2025-10-11,True
CLT0489,Sinch Core,Verification,Data Verification,Denmark,2025-11-25,True
CLT0490,Sinch Engage,Verification,Flash Call Verification,Italy,2022-10-04,True
CLT0490,Sinch Engage,WhatsApp Business,WhatsApp API,France,2022-09-16,True
CLT0490,Sinch Engage,SMS,SMS API,Portugal,2022-10-16,True
CLT0490,Sinch Engage,Voice,SIP Trunking,France,2022-09-17,True
CLT0491,Sinch Core,Email,Transactional Email,Switzerland,2025-08-07,True
CLT0491,Sinch Core,SMS,A2P SMS,Switzerland,2025-08-09,True
CLT0492,MailerSend,SMS,P2P SMS,Singapore,2023-08-18,True
CLT0492,MailerSend,Verification,2FA SMS,Singapore,2023-07-29,True
CLT0493,MailerSend,Email,Marketing Email,United States,2023-09-26,True
CLT0493,MailerSend,WhatsApp Business,WhatsApp API,Canada,2023-10-17,True
CLT0494,MailerSend,Voice,Voice API,Germany,2022-08-08,True
CLT0494,MailerSend,SMS,P2P SMS,Austria,2022-06-29,True
CLT0495,MailerSend,Voice,Voice API,France,2025-08-23,False
CLT0495,MailerSend,SMS,A2P SMS,Italy,2025-08-22,False
CLT0496,MessageMedia,WhatsApp Business,WhatsApp API,Singapore,2023-11-17,True
CLT0496,MessageMedia,Voice,Voice API,India,2023-10-27,True
CLT0496,MessageMedia,Email,Marketing Email,Australia,2023-11-22,True
CLT0496,MessageMedia,SMS,P2P SMS,Singapore,2023-10-20,True
CLT0497,MessageMedia,Verification,2FA SMS,Portugal,2025-06-03,False
CLT0497,MessageMedia,SMS,SMS API,France,2025-05-14,False
CLT0498,MailerSend,SMS,SMS API,Italy,2025-09-18,True
CLT0498,MailerSend,Verification,Flash Call Verification,Portugal,2025-10-29,True
CLT0499,MailerSend,Voice,SIP Trunking,Canada,2024-02-09,True
CLT0499,MailerSend,SMS,SMS API,Canada,2024-03-05,True
CLT0499,MailerSend,Email,Marketing Email,United States,2024-03-10,True
CLT0500,MailerSend,SMS,SMS API,Colombia,2025-08-18,True
CLT0500,MailerSend,Verification,Flash Call Verification,Argentina,2025-08-16,True
